160.45,188.625
160.453,190.553
160.454,191.838
160.456,193.445
160.457,194.73
160.459,196.337
160.467,202.763
160.473,207.905
160.759,198.265
160.762,200.835
160.773,210.154
160.776,212.404
161.076,214.974
161.382,222.365
161.384,223.972
161.397,234.576
161.674,217.545
161.676,219.794
161.682,224.936
161.689,230.077
161.692,232.648
161.696,236.504
161.698,238.432
161.701,240.681
161.984,228.47
162.297,241.967
162.301,245.18
163.17,225.9
163.18,234.576
163.182,236.183
163.185,238.432
163.188,241.324
163.456,216.902
163.459,218.83
163.47,228.47
163.472,230.077
163.475,232.648
163.746,210.154
163.749,212.725
163.751,214.332
163.759,221.08
163.761,223.329
164.029,198.265
164.038,205.977
164.041,208.226
164.331,202.121
164.332,203.406
164.626,200.835
164.911,190.553
165.206,188.625
165.213,194.087
165.216,196.337
165.487,174.486
165.49,176.735
165.491,178.342
165.496,181.877
165.501,186.054
165.776,167.738
165.779,169.987
165.781,172.237
165.806,192.481
166.06,156.812
166.066,161.632
166.071,165.488
166.088,179.949
166.093,184.126
166.353,152.956
166.366,163.56
166.645,148.779
166.648,151.028
166.653,154.884
166.658,159.383
166.936,142.995
166.938,145.244
166.94,146.851
167.227,137.853
167.229,139.781
167.231,141.388
167.515,129.82
167.521,135.283
167.815,132.069
167.816,133.676
168.094,117.288
168.097,119.216
168.099,121.465
168.102,123.715
168.107,127.892
168.401,125.643
168.677,107.648
168.682,111.504
168.972,105.72
168.977,109.254
168.982,113.753
168.984,115.681
169.252,90.617
169.265,101.542
169.267,103.47
169.545,87.7249
169.559,98.9717
169.839,84.8329
169.853,96.401
170.117,68.4447
170.133,81.9409
170.146,92.545
170.418,71.6581
170.425,77.1208
170.699,58.162
170.718,73.9075
170.724,79.0488
170.994,55.9126
170.999,60.09
171.006,66.1954
171.272,40.1671
171.598,63.946
171.883,53.3419
171.893,61.6967
172.174,48.5219
172.177,51.0925
172.453,33.0977
172.459,38.2391
172.465,43.0591
172.467,44.9871
172.47,47.2365
172.753,35.6684
173.042,27.9563
173.045,30.8483
173.329,19.9229
173.332,22.1722
173.336,25.3856
173.618,12.5321
173.62,14.7815
173.623,17.3522
173.9,-0.321337
173.912,10.2828
174.194,-3.21337
174.199,1.28535
174.206,7.39075
174.485,-7.71208
174.488,-5.46272
174.499,3.85604
174.762,-25.3856
174.772,-16.3882
174.777,-12.5321
174.779,-10.6041
175.064,-20.8869
175.067,-18.6375
175.072,-14.4602
175.359,-23.1362
175.652,-26.9923
175.947,-28.599
176.24,-32.1337
176.242,-30.527
176.834,-32.455
177.729,-29.563
178.327,-26.9923
179.223,-23.4576
179.819,-22.1722
181.308,-19.9229
181.31,-17.9949
182.501,-16.3882
183.397,-13.4961
184.588,-11.8895
185.778,-10.2828
187.267,-8.35476
187.864,-6.1054
189.947,-4.49871
191.732,-3.21337
192.625,-2.24936
195.005,-0.96401
196.79,0
198.872,0.96401
201.547,0.642674
203.033,0.96401
205.114,0.96401
206.601,1.60668
209.573,1.28535
212.249,1.60668
214.926,2.89203
217.304,2.57069
220.575,3.5347
223.548,3.5347
226.224,4.17738
229.791,4.17738
232.17,5.14139
234.847,6.1054
237.522,6.1054
240.495,6.42674
243.469,7.39075
245.552,8.99743
247.336,9.31877
249.417,9.6401
251.796,10.6041
253.581,11.5681
255.366,12.5321
257.745,13.1748
259.529,14.1388
261.612,15.4242
263.694,16.3882
265.776,17.9949
268.155,18.6375
269.643,19.9229
271.726,21.2082
273.808,22.1722
275.592,23.1362
276.783,24.7429
278.271,25.7069
280.354,27.3136
281.545,29.2416
283.925,30.527
285.413,32.455
287.199,34.0617
288.983,35.0257
290.472,37.2751
292.555,38.8817
294.043,39.8458
295.828,41.1311
297.911,42.7378
299.993,43.7018
302.373,45.3085
304.158,46.9152
306.24,47.8792
307.727,48.5219
309.512,49.4859
311.593,49.8072
314.27,51.0925
316.054,51.0925
318.135,51.7352
320.216,51.4139
322.297,51.4139
324.674,51.0925
327.052,51.0925
329.133,50.4499
331.213,49.8072
333.293,49.1645
335.669,47.5578
338.344,47.2365
340.72,45.6298
342.502,44.3445
344.283,42.0951
346.956,40.1671
349.035,38.2391
351.708,36.6324
353.192,34.383
354.677,33.0977
357.349,30.527
358.834,29.2416
360.021,27.9563
361.506,26.671
362.991,25.3856
365.069,22.8149
366.257,21.8509
368.038,19.9229
368.927,17.6735
371.007,17.0308
371.897,15.1028
374.272,12.8535
375.757,11.8895
378.429,8.99743
379.914,8.03342
381.101,5.78406
384.072,4.17738
386.448,2.57069
388.825,1.92802
391.797,0.96401
395.364,0.96401
397.742,0.642674
401.607,1.60668
404.581,2.24936
406.663,3.5347
409.041,3.85604
412.313,5.14139
413.8,5.46272
416.18,7.71208
418.559,8.03342
421.235,8.99743
423.912,10.2828
427.184,11.5681
430.158,12.5321
433.131,13.4961
435.213,14.1388
437.592,14.4602
439.97,14.4602
441.753,14.1388
443.239,13.8175
445.32,13.8175
447.994,13.1748
450.072,10.9254
452.747,9.96144
454.53,9.96144
456.312,8.35476
458.391,7.06941
460.471,5.78406
462.252,4.17738
464.332,3.21337
465.222,1.92802
467.599,0.96401
469.381,-0.321337
470.868,-0.321337
474.137,-0.96401
477.407,-0.321337
479.488,-0.321337
481.568,-0.96401
484.543,0.321337
487.218,0
489.893,-0.321337
492.866,0
495.244,0
496.73,0
498.217,0.321337
499.108,0
500,-0.321337
501.189,0
501.784,0
