0.297647,0.321337
4.45898,0
9.21484,-0.321337
15.1598,-0.642674
18.7273,-0.321337
23.4828,-0.96401
26.159,-0.321337
28.2398,-0.321337
31.8074,0
34.4824,-0.321337
36.8597,-0.96401
39.5351,-0.96401
42.5085,-0.321337
45.4804,-0.96401
47.8589,-0.642674
50.237,-0.642674
52.3191,0.321337
54.4011,1.28535
56.1858,2.24936
58.2686,3.85604
59.7572,5.78406
61.2458,7.71208
62.1403,9.96144
63.6289,11.8895
64.8202,13.8175
65.7147,16.0668
66.6084,17.6735
68.3951,20.2442
70.1802,21.5296
71.3715,23.4576
72.8601,25.3856
74.3476,26.3496
75.8351,27.3136
77.6202,28.599
79.4042,28.9203
80.5936,29.2416
82.6752,29.8843
83.8639,29.563
85.9436,28.599
88.023,27.3136
89.805,26.0283
91.5867,24.4216
92.7731,22.1722
94.5552,20.8869
95.7415,18.6375
96.9283,16.7095
97.8178,14.7815
99.0053,13.4961
99.5972,11.2468
100.487,9.96144
101.675,8.67609
102.565,6.74807
103.752,5.14139
105.236,3.85604
105.829,2.57069
107.612,1.92802
107.909,1.60668
109.692,0.642674
112.663,0
114.15,0
116.231,0.321337
118.609,0
120.392,0
122.771,0.321337
124.554,0
126.338,0
128.121,-0.321337
129.904,-0.321337
131.986,0.321337
133.769,0
135.851,0.642674
137.337,0.642674
138.823,0.321337
140.31,0.321337
141.497,-0.642674
142.984,-0.321337
144.174,0
145.063,-2.24936
145.358,-4.17738
146.247,-6.1054
146.542,-8.03342
146.837,-10.2828
147.726,-12.8535
148.02,-14.7815
148.613,-16.7095
149.205,-18.9589
149.797,-20.8869
150.389,-22.4936
150.685,-24.1003
151.275,-27.635
151.277,-25.7069
151.868,-28.9203
152.163,-30.8483
152.165,-29.563
153.053,-32.1337
153.647,-32.455
153.953,-25.3856
153.956,-22.8149
153.962,-17.9949
153.969,-11.8895
153.972,-9.6401
154.245,-29.8843
154.248,-27.3136
154.257,-19.9229
154.264,-14.1388
154.272,-7.39075
154.571,-6.1054
154.573,-3.85604
154.577,-0.96401
154.579,0.642674
154.58,1.92802
154.582,3.85604
154.885,8.03342
155.179,5.78406
155.185,10.2828
155.188,13.1748
155.191,15.4242
155.196,19.6015
155.199,22.1722
155.207,28.9203
155.49,17.3522
155.506,30.8483
155.508,32.455
155.511,35.0257
155.519,41.1311
155.521,43.3805
155.523,44.6658
155.525,46.9152
155.528,48.8432
155.797,25.3856
155.799,26.671
155.811,36.9537
155.814,39.2031
155.829,52.3779
156.129,54.3059
156.135,59.4473
156.441,66.838
156.728,58.162
156.732,61.6967
156.736,64.5887
156.742,69.7301
156.744,71.3368
156.745,72.9434
156.748,75.1928
157.049,78.4062
157.057,84.8329
157.351,82.2622
157.357,87.0823
157.359,88.6889
157.361,90.9383
157.363,92.2237
157.368,96.0797
157.646,80.6555
157.663,94.473
157.668,98.6504
157.67,100.257
157.672,101.864
157.674,104.113
157.7,125.643
157.973,105.398
157.976,107.648
157.978,109.254
157.991,120.18
157.992,121.465
158.277,110.861
158.283,116.003
158.285,117.931
158.286,118.895
158.291,122.751
158.293,124.036
158.296,126.607
158.576,112.147
158.577,113.432
158.579,114.717
158.596,128.856
158.597,130.463
158.6,132.391
158.91,143.638
158.914,146.851
159.196,133.997
159.198,135.604
159.202,139.139
159.205,141.067
159.206,142.352
159.213,148.458
159.215,150.064
159.218,152.314
159.22,153.92
159.222,155.848
159.224,157.776
159.497,137.211
159.506,144.923
159.821,159.704
159.823,160.99
159.825,162.918
159.827,164.524
159.83,167.095
159.832,168.702
159.835,170.951
160.133,172.237
160.135,173.522
160.143,180.591
160.145,182.198
160.171,204.049
160.174,206.298
160.434,175.129
160.436,176.735
160.438,178.663
160.444,183.162
160.447,185.733
160.448,187.018
